0,1
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,13.23
176,12.63
177,13.31
178,12.98
179,13.33
180,12.91
181,12.52
182,11.82
183,12.41
184,13.06
185,17.09
186,16.22
187,17.26
188,16.05
189,21.06
190,19.27
191,20.11
192,21.19
193,20.54
194,19.43
195,18.09
196,18.29
197,18.12
198,18.05
199,18.51
200,18.81
201,17.99
202,13.55
203,13.43
204,13.24
205,12.46
206,12.87
207,13.18
208,12.0
209,12.32
210,13.22
211,14.08
212,13.21
213,13.23
214,12.55
215,10.16
216,9.355
217,11.26
218,11.36
219,10.17
220,9.894
221,9.941
222,9.484
223,10.24
224,10.31
225,11.76
226,14.49
227,13.26
228,14.33
229,14.15
230,13.57
231,13.0
232,13.14
233,12.83
234,12.93
235,11.85
236,11.71
237,11.64
238,11.73
239,12.48
240,12.16
241,12.16
242,11.75
243,11.59
244,11.58
245,12.17
246,11.91
247,12.18
248,12.15
249,11.68
250,12.3
251,12.25
252,10.48
253,11.02
254,12.99
255,16.36
256,13.78
257,14.06
258,14.68
259,14.21
260,15.26
261,14.3
262,14.35
263,16.14
264,15.93
265,14.95
266,13.39
267,13.88
268,14.13
269,14.24
270,14.34
271,14.28
272,12.85
273,14.46
274,16.97
275,16.57
276,19.4
277,18.34
278,19.1
279,24.14
280,27.26
281,23.65
282,20.18
283,19.29
284,21.16
285,19.43
286,20.27
287,21.72
288,20.98
289,18.81
290,15.45
291,13.87
292,14.23
293,13.55
294,14.18
295,12.82
296,12.47
297,13.42
298,13.56
299,11.8
300,12.04
301,12.55
302,12.66
303,12.03
304,12.34
305,11.95
306,11.85
307,12.63
308,13.24
309,14.39
310,13.7
311,14.61
312,15.14
313,14.46
314,12.77
315,12.39
316,12.47
317,12.48
318,13.4
319,13.07
320,12.63
321,13.64
322,12.21
323,12.11
324,11.32
325,10.82
326,11.01
327,10.21
328,10.88
329,11.52
330,10.65
331,10.83
332,11.15
333,11.29
334,10.49
335,10.3
336,10.08
337,9.58
338,7.965
339,6.91
340,6.858
341,6.529
342,6.552
343,6.699
344,6.624
345,6.824
346,6.9
347,6.733
348,6.91
349,7.38
350,6.867
351,6.786
352,7.332
353,8.238
354,8.974
355,9.597
356,9.204
357,8.947
358,8.362
359,7.7
360,7.797
361,7.32
362,7.4
363,8.799
364,9.003
365,8.17
366,7.723
367,7.705
368,7.077
369,6.445
370,6.835
371,7.119
372,6.896
373,7.432
374,7.126
375,6.717
376,7.567
377,7.904
378,7.408
379,7.229
380,6.742
381,6.873
382,6.402
383,6.165
384,6.06
385,6.366
386,5.999
387,5.815
388,5.832
389,5.496
390,5.649
391,5.771
392,6.149
393,6.197
394,6.264
395,6.513
396,6.215
397,6.345
398,6.548
399,6.916
400,7.164
401,6.885
402,7.176
403,7.654
404,7.385
405,7.62
406,7.76
407,7.552
408,8.434
409,8.225
410,8.276
411,7.942
412,7.576
413,6.731
414,7.055
415,6.519
416,6.826
417,6.551
418,6.124
419,6.458
420,6.547
421,6.396
422,6.416
423,6.766
424,6.485
425,6.55
426,6.786
427,6.839
428,6.539
429,6.494
430,6.367
431,6.378
432,6.248
433,5.752
434,5.955
435,6.246
436,5.854
437,4.923
438,5.087
439,4.934
440,4.916
441,5.393
442,4.868
443,4.887
444,4.568
445,4.516
446,3.549
447,3.787
448,2.499
449,2.187
450,2.508
451,2.602
452,2.884
453,2.662
454,3.13
455,2.948
456,3.044
457,2.851
458,2.99
459,3.068
460,2.852
461,2.927
462,2.861
463,2.601
464,2.498
465,2.681
466,2.966
467,3.238
468,3.134
469,2.812
470,2.891
471,2.827
472,2.979
473,2.819
474,2.881
475,2.75
476,2.812
477,2.864
478,2.648
479,2.385
480,2.164
481,2.064
482,2.055
483,2.372
484,1.99
485,2.038
486,2.042
487,2.207
488,2.197
489,2.299
490,2.312
491,2.674
492,2.718
493,2.8
494,2.591
495,2.592
496,2.716
497,2.564
498,2.313
499,2.21
500,2.209
501,2.208
502,2.329
503,2.219
504,2.303
505,2.421
506,2.347
507,2.386
508,2.239
509,2.06
510,2.008
511,2.134
512,2.181
513,2.201
514,2.23
515,2.173
516,2.366
517,2.441
518,2.455
519,2.52
520,2.364
521,2.378
522,2.362
523,2.176
524,2.2
525,2.548
526,2.783
527,2.854
528,2.815
529,2.874
530,2.945
531,2.722
532,2.7
533,2.726
534,2.85
535,2.76
536,2.798
537,2.894
538,2.746
539,2.861
540,2.861
541,2.944
542,2.877
543,2.769
544,2.733
545,2.744
546,2.532
547,2.39
548,2.165
549,2.152
550,2.22
551,2.193
552,2.242
553,2.265
554,2.286
555,2.043
556,2.02
557,1.945
558,2.088
559,2.039
560,2.013
561,2.05
562,2.036
563,2.051
564,2.124
565,2.13
566,1.941
567,2.039
568,2.069
569,2.19
570,2.207
571,2.203
572,2.173
573,2.029
574,2.027
575,1.97
576,1.996
577,2.022
578,1.81
579,1.833
580,1.788
581,1.677
582,1.791
583,1.774
584,1.735
585,1.689
586,1.721
587,1.681
588,1.699
589,1.709
590,1.701
591,1.707
592,1.662
593,1.765
594,1.778
595,1.762
596,1.727
597,1.715
598,1.711
599,1.728
600,1.601
601,1.576
602,1.567
603,1.535
604,1.527
605,1.539
606,1.564
607,1.611
608,1.573
609,1.491
610,1.485
611,1.499
612,1.5
613,1.527
614,1.494
615,1.561
616,1.604
617,1.605
618,1.679
619,1.712
620,1.714
621,1.703
622,1.655
623,1.576
624,1.713
625,1.81
626,1.823
627,1.71
628,1.726
629,1.434
630,1.046
631,1.266
632,1.213
633,1.131
634,1.155
635,1.198
636,1.217
637,1.189
638,1.181
639,1.199
640,1.22
641,1.138
642,1.113
643,1.168
644,1.23
645,1.233
646,1.232
647,1.239
648,1.241
649,1.237
650,1.226
651,1.311
652,1.33
653,1.357
654,1.314
655,1.356
656,1.373
657,1.348
658,1.274
659,1.309
660,1.303
661,1.303
662,1.286
663,1.263
664,1.282
665,1.291
666,1.269
667,1.098
668,1.123
669,1.117
670,1.064
671,1.112
672,1.083
673,1.091
674,1.102
675,1.088
676,1.074
677,1.086
678,1.092
679,1.056
680,1.052
681,1.049
682,1.052
683,1.062
684,1.095
685,1.09
686,1.119
687,1.116
688,1.136
689,1.125
690,1.19
691,1.223
692,1.245
693,1.257
694,1.291
695,1.465
696,1.474
697,1.51
698,1.498
699,1.477
700,1.369
701,1.402
702,1.521
703,1.507
704,1.592
705,1.623
706,1.512
707,1.601
708,1.647
709,1.721
710,1.722
711,1.914
712,1.786
713,1.797
714,1.851
715,1.793
716,1.865
717,1.878
718,1.779
719,1.758
720,2.137
721,2.035
722,1.712
723,1.701
724,1.751
725,1.736
726,1.667
727,1.781
728,1.951
729,1.798
730,1.939
731,1.966
732,1.917
733,2.057
734,2.024
735,2.024
736,2.085
737,1.873
738,1.842
739,1.917
740,1.931
741,1.823
742,1.91
743,1.852
744,1.69
745,1.607
746,1.595
747,1.638
748,1.574
749,1.446
750,1.338
751,1.378
752,1.373
753,1.5
754,1.557
755,1.634
756,1.496
757,1.528
758,1.693
759,1.64
760,1.669
761,1.543
762,1.587
763,1.481
764,1.585
765,1.512
766,1.464
767,1.506
768,1.456
769,1.477
770,1.543
771,1.509
772,1.567
773,1.576
774,1.567
775,1.577
776,1.615
777,1.612
778,1.624
779,1.648
780,1.683
781,1.715
782,1.735
783,1.714
784,1.675
785,1.727
786,1.762
787,1.762
788,1.795
789,1.76
790,1.848
791,1.731
792,1.627
793,1.512
794,1.533
795,1.491
796,1.527
797,1.582
798,1.581
799,1.616
800,1.605
801,1.594
802,1.556
803,1.525
804,1.535
805,1.548
806,1.505
807,1.521
808,1.465
809,1.449
810,1.3
811,1.318
812,1.34
813,1.234
814,1.247
815,1.224
816,1.255
817,1.282
818,1.314
819,1.346
820,1.325
821,1.317
822,1.332
823,1.29
824,1.337
825,1.337
826,1.287
827,1.308
828,1.311
829,1.32
830,1.336
831,1.293
832,1.305
833,1.271
834,1.274
835,1.314
836,1.292
837,1.285
838,1.13
839,1.183
