0,1
0,59.77
1,80.12
2,92.12
3,72.06
4,83.04
5,74.8
6,63.62
7,70.13
8,56.59
9,53.09
10,47.85
11,45.94
12,53.56
13,49.52
14,48.54
15,42.11
16,43.71
17,39.75
18,39.79
19,40.78
20,50.62
21,47.98
22,60.58
23,51.48
24,49.09
25,45.95
26,42.21
27,42.81
28,49.14
29,44.8
30,45.44
31,42.16
32,43.37
33,41.45
34,42.14
35,41.04
36,37.06
37,41.79
38,47.76
39,48.8
40,56.55
41,59.9
42,66.79
43,63.37
44,57.86
45,52.04
46,57.86
47,55.26
48,57.51
49,52.38
50,60.41
51,63.39
52,60.02
53,65.98
54,82.65
55,79.13
56,76.75
57,92.51
58,83.65
59,82.16
60,73.23
61,73.39
62,77.51
63,77.58
64,72.46
65,67.76
66,60.79
67,63.17
68,73.47
69,74.29
70,75.79
71,116.06
72,112.22
73,106.55
74,124.01
75,124.91
76,109.15
77,118.75
78,110.12
79,110.9
80,133.62
81,138.97
82,124.2
83,134.32
84,98.46
85,109.64
86,125.07
87,112.92
88,113.34
89,84.36
90,79.81
91,46.0
92,49.33
93,40.04
94,34.55
95,25.23
96,38.92
97,36.11
98,38.32
99,39.08
100,31.63
101,29.31
102,29.92
103,33.21
104,31.79
105,33.13
106,35.22
107,30.29
108,28.91
109,29.01
110,25.3
111,24.98
112,27.04
113,25.56
114,22.69
115,22.69
116,25.21
117,25.74
118,27.35
119,28.26
120,29.97
121,26.64
122,25.73
123,26.31
124,19.12
125,17.65
126,20.19
127,19.97
128,17.86
129,17.55
130,18.63
131,18.94
132,19.77
133,19.51
134,18.12
135,17.84
136,19.26
137,20.77
138,20.4
139,21.62
140,21.05
141,18.95
142,19.4
143,18.87
144,19.58
145,18.61
146,18.17
147,18.19
148,17.1
149,15.96
150,15.97
151,16.55
152,15.06
153,14.51
154,16.26
155,16.9
156,17.14
157,17.5
158,18.35
159,25.35
160,27.47
161,26.61
162,26.63
163,27.56
164,29.77
165,27.55
166,27.81
167,27.22
168,27.68
169,28.35
170,29.35
171,34.0
172,30.22
173,31.27
174,31.16
175,33.47
176,31.1
177,36.52
178,37.84
179,37.96
180,36.84
181,33.86
182,33.48
183,36.64
184,36.35
185,35.06
186,34.72
187,36.32
188,33.15
189,34.77
190,32.15
191,33.3
192,32.05
193,31.39
194,30.54
195,31.04
196,33.09
197,31.79
198,37.71
199,37.8
200,38.01
201,41.1
202,30.82
203,31.79
204,33.39
205,36.55
206,36.3
207,34.61
208,32.13
209,33.35
210,34.76
211,33.93
212,30.71
213,32.33
214,30.81
215,25.11
216,22.36
217,25.17
218,26.16
219,23.34
220,22.45
221,21.59
222,21.36
223,20.3
224,21.21
225,22.51
226,25.34
227,26.29
228,27.31
229,25.72
230,28.97
231,28.24
232,28.52
233,27.96
234,27.93
235,26.69
236,28.0
237,27.85
238,28.65
